QuestionID,Answer,CP_Raw,CP_UN,CP_LN,MCP_output,MCP_Answer
Mercury_416645,D,C,B,C,D,D
Mercury_406777,A,A,D,A,A,A
Mercury_LBS11018,A,B,B,B,B,B
Mercury_7139878,C,B,A,B,C,C
Mercury_417147,B,C,C,B,A,A
Mercury_7016765,A,A,B,A,C,C
Mercury_415303,A,A,A,A,D,D
Mercury_7215845,C,D,D,D,C,C
Mercury_7136885,B,A,D,D,B,B
Mercury_SC_400059,D,D,D,D,D,D
Mercury_7044328,D,B,D,D,D,D
MEA_2010_8_1,A,B,D,D,D,D
Mercury_414099,B,A,B,D,B,B
Mercury_410807,B,C,D,D,B,B
Mercury_403234,B,C,C,D,B,B
Mercury_7011323,A,C,B,C,D,D
Mercury_7109463,D,D,D,D,D,D
Mercury_SC_401277,C,C,C,C,C,C
MCAS_2005_5_25,C,C,D,C,B,B
Mercury_SC_401272,D,D,D,D,D,D
Mercury_7103600,D,C,C,C,C,C
MDSA_2009_8_2,A,A,A,A,A,A
Mercury_7127943,A,C,D,D,A,A
ACTAAP_2009_7_8,D,A,D,D,D,D
MCAS_2006_9_43,C,C,C,C,D,D
Mercury_7252088,C,D,D,D,C,C
Mercury_7084665,A,A,A,A,A,A
FCAT_2008_5_2,D,A,A,A,A,A
Mercury_SC_414041,D,C,D,D,C,C
MCAS_2014_8_20,A,D,D,D,A,A
Mercury_SC_401116,B,B,B,B,B,B
Mercury_7064680,C,B,A,B,A,A
Mercury_7211680,C,D,A,C,B,B
Mercury_180373,B,B,C,A,A,A
Mercury_7216248,B,C,C,A,B,B
Mercury_SC_417677,B,B,B,D,B,B
Mercury_7221655,C,C,C,C,C,C
MCAS_2006_9_12,D,D,C,D,D,D
MCAS_2004_9_2,A,C,A,A,B,B
Mercury_180005,B,C,A,D,B,B
Mercury_7071523,C,C,C,C,C,C
Mercury_7263375,B,A,B,A,B,B
TIMSS_2011_8_pg102,D,D,D,D,D,D
Mercury_406550,B,D,B,C,D,D
Mercury_SC_400057,D,D,D,D,D,D
TAKS_2009_5_26,A,D,D,D,A,A
LEAP_2007_8_10417,A,A,D,C,A,A
Mercury_7027405,A,C,C,D,A,A
Mercury_7058415,A,C,A,C,B,B
Mercury_7215828,A,A,A,A,A,A
Mercury_7064575,B,B,B,B,A,A
Mercury_7097493,D,D,C,D,D,D
AKDE&ED_2008_8_47,B,A,C,A,C,C
Mercury_405136,C,C,C,C,C,C
Mercury_415086,D,D,D,D,B,B
Mercury_7228725,C,A,A,D,A,A
Mercury_7201740,A,D,B,A,A,A
NYSEDREGENTS_2010_4_4,A,A,A,C,A,A
MEAP_2005_8_21,D,C,D,B,D,D
Mercury_7026355,A,A,D,D,A,A
Mercury_7249708,B,A,B,A,A,A
Mercury_7107170,D,D,C,D,D,D
Mercury_183820,A,D,B,D,A,A
Mercury_SC_401357,B,B,D,B,C,C
NYSEDREGENTS_2008_8_11,4,4,4,4,D,D
Mercury_416650,C,A,D,A,A,A
NCEOGA_2013_5_20,B,C,C,A,B,B
Mercury_400500,C,C,A,D,C,C
Mercury_SC_401366,D,D,D,D,D,D
Mercury_7141610,B,B,B,B,B,B
Mercury_7247013,B,A,D,A,A,A
NYSEDREGENTS_2008_8_30,2,2,2,2,A,A
ACTAAP_2011_5_16,B,B,B,B,B,B
Mercury_7093153,B,A,B,D,B,B
Mercury_7013965,A,A,A,B,A,A
Mercury_7034843,B,A,A,A,A,A
Mercury_SC_407610,D,D,D,D,D,D
Mercury_405947,C,C,C,C,C,C
AKDE&ED_2012_8_6,A,D,A,D,A,A
Mercury_7011130,A,D,C,D,A,A
Mercury_LBS11022,A,B,B,A,A,A
TIMSS_1995_8_J1,C,B,A,A,C,C
Mercury_SC_408366,B,C,A,C,B,B
Mercury_7009993,A,A,D,D,C,C
Mercury_401699,C,C,C,C,D,D
Mercury_7056858,A,A,A,A,A,A
Mercury_7027160,C,D,D,D,C,C
Mercury_400811,D,A,B,A,D,D
Mercury_SC_400062,D,A,D,A,D,D
Mercury_400699,B,B,B,B,C,C
Mercury_7029803,B,B,D,D,B,B
Mercury_SC_401372,D,B,A,B,D,D
Mercury_7271128,C,A,B,A,B,B
Mercury_407260,B,D,B,D,C,C
Mercury_SC_416155,C,B,B,A,C,C
Mercury_402145,B,C,B,C,B,B
AIMS_2009_4_5,A,B,C,B,A,A
TIMSS_2003_4_pg7,D,C,B,C,A,A
Mercury_7142415,A,A,D,A,C,C
Mercury_7212818,B,A,C,A,A,A
Mercury_SC_413299,A,A,A,B,A,A
Mercury_7132020,A,C,C,C,A,A
MEA_2014_8_10,C,B,C,B,C,C
TIMSS_1995_8_N2,B,D,B,C,C,C
Mercury_7024465,A,A,D,D,D,D
Mercury_SC_415762,D,C,D,D,D,D
Mercury_415093,D,A,B,D,D,D
LEAP_2005_8_10404,D,C,C,D,D,D
AIMS_2008_8_6,B,D,D,D,A,A
Mercury_7057173,D,A,A,A,A,A
TIMSS_2007_8_pg60,C,B,B,D,C,C
AIMS_2009_8_14,A,B,B,B,C,C
Mercury_185010,A,A,B,A,A,A
Mercury_7206938,A,D,D,D,A,A
Mercury_402501,B,B,B,D,B,B
MCAS_2011_8_15365,C,C,D,C,C,C
Mercury_SC_401766,A,B,A,A,A,A
Mercury_7162400,D,D,D,D,D,D
Mercury_7086695,C,D,B,B,B,B
Mercury_SC_402994,C,B,B,B,C,C
Mercury_7056298,A,D,A,D,A,A
Mercury_409115,C,B,C,B,D,D
Mercury_409647,D,B,D,B,A,A
Mercury_414352,A,A,B,D,C,C
Mercury_185325,C,C,C,C,C,C
Mercury_SC_412374,C,B,B,B,C,C
Mercury_SC_401818,C,B,B,B,C,C
Mercury_SC_413549,B,C,C,B,A,A
Mercury_7093958,A,A,C,A,A,A
Mercury_7102323,D,D,D,D,D,D
Mercury_7222793,B,D,B,B,B,B
Mercury_SC_400701,A,A,D,D,A,A
Mercury_409301,B,B,B,B,C,C
Mercury_SC_400383,C,C,A,B,C,C
CSZ_2005_5_CSZ10021,B,A,B,B,B,B
Mercury_SC_407070,B,A,A,B,A,A
Mercury_SC_400708,C,A,C,C,B,B
Mercury_7075040,C,C,C,C,C,C
Mercury_7137165,A,A,A,A,A,A
Mercury_SC_400046,B,D,D,D,B,B
Mercury_7099330,D,C,C,C,C,C
MDSA_2007_5_2,C,C,C,C,A,A
Mercury_7271758,B,A,A,B,B,B
MCAS_2003_8_31,C,A,D,A,A,A
AKDE&ED_2008_8_53,C,A,D,A,A,A
TIMSS_2007_8_pg109,C,D,C,A,C,C
Mercury_175385,C,A,B,C,C,C
Mercury_410669,D,A,A,A,C,C
MEAP_2005_8_39,C,D,D,C,C,C
Mercury_SC_408568,B,A,A,D,A,A
AKDE&ED_2008_8_7,B,B,C,B,B,B
Mercury_7082845,B,B,B,B,B,B
Mercury_SC_405726,D,C,D,C,D,D
Mercury_SC_415407,A,B,B,B,B,B
Mercury_SC_401792,C,C,C,C,C,C
LEAP_2000_8_4,B,C,A,C,A,A
Mercury_SC_413439,A,D,A,D,B,B
ACTAAP_2014_7_13,B,B,A,B,B,B
Mercury_SC_402638,A,C,A,C,C,C
Mercury_SC_406725,A,B,D,B,A,A
NYSEDREGENTS_2015_4_29,A,A,C,D,A,A
Mercury_406136,A,A,A,A,A,A
MSA_2012_5_23,C,A,D,C,C,C
Mercury_405873,B,C,A,A,B,B
Mercury_7043820,B,B,B,B,A,A
MCAS_2005_5_34,B,B,B,B,B,B
Mercury_7182245,D,A,A,A,D,D
MSA_2012_8_30,A,D,B,D,A,A
Mercury_7252753,A,A,C,A,A,A
TAKS_2009_8_36,B,A,A,A,A,A
Mercury_SC_415473,C,D,D,D,D,D
Mercury_SC_413624,B,B,D,B,B,B
Mercury_7016800,D,C,A,C,D,D
Mercury_SC_407228,D,C,B,C,B,B
Mercury_414504,B,D,D,D,A,A
TIMSS_2011_4_pg27,A,A,D,A,A,A
Mercury_SC_402029,D,D,D,D,D,D
Mercury_7131845,C,A,D,A,C,C
Mercury_SC_405533,B,A,A,D,B,B
Mercury_7086748,A,A,A,A,A,A
MDSA_2007_8_17,B,D,D,C,D,D
Mercury_7210473,C,C,C,C,C,C
Mercury_7214340,A,A,A,A,C,C
MCAS_2005_9_17,C,D,D,D,C,C
MEA_2016_8_12,B,C,C,C,A,A
Mercury_SC_401278,B,A,A,A,A,A
Mercury_SC_407689,D,A,B,A,D,D
Mercury_7230405,B,C,A,C,A,A
Mercury_SC_405640,A,A,A,A,A,A
Mercury_7201775,D,D,C,C,D,D
Mercury_7177398,D,B,B,B,A,A
Mercury_7041423,A,D,D,D,A,A
Mercury_7004743,D,D,D,D,A,A
Mercury_7198468,A,C,A,C,A,A
MEA_2014_5_11,C,A,D,A,C,C
Mercury_410602,A,C,B,B,A,A
Mercury_7108868,C,B,C,B,C,C
Mercury_7033828,D,D,D,D,D,D
TIMSS_2007_4_pg19,A,A,A,A,A,A
Mercury_400828,D,C,C,C,C,C
VASoL_2008_3_16,B,D,B,D,B,B
LEAP__5_10315,C,C,C,C,C,C
Mercury_SC_415471,A,D,B,B,A,A
Mercury_7247065,C,B,D,C,C,C
MDSA_2011_5_3,B,B,A,B,B,B
MDSA_2009_5_39,C,D,A,D,C,C
Mercury_187198,C,D,C,C,C,C
MCAS_2000_4_36,A,C,B,C,A,A
Mercury_184100,C,D,C,B,C,C
Mercury_LBS10814,B,B,B,B,B,B
Mercury_SC_408384,B,A,D,A,B,B
Mercury_7043068,D,D,C,B,D,D
Mercury_411071,B,B,B,B,B,B
NYSEDREGENTS_2010_4_24,B,D,B,D,B,B
Mercury_SC_409673,D,A,C,A,D,D
Mercury_SC_400374,B,B,D,D,B,B
CSZ_2009_8_CSZ20740,B,B,B,B,B,B
Mercury_SC_406482,D,D,D,D,B,B
OHAT_2007_8_24,A,D,A,B,A,A
Mercury_188335,B,D,D,D,B,B
Mercury_7128555,B,C,C,C,A,A
Mercury_407517,C,A,C,A,C,C
Mercury_405950,C,D,D,D,C,C
MCAS_2004_9_5,C,C,C,C,C,C
NCEOGA_2013_8_28,B,A,A,A,B,B
Mercury_SC_406451,C,A,D,C,C,C
Mercury_7109323,D,A,A,A,A,A
Mercury_404132,B,D,D,B,D,D
Mercury_7210210,C,C,C,C,A,A
Mercury_SC_408042,B,B,B,B,B,B
MCAS_2004_8_14,C,C,C,B,C,C
TIMSS_2011_4_pg5,B,B,B,B,B,B
Mercury_SC_406833,C,C,C,C,C,C
Mercury_7029558,C,A,C,D,D,D
Mercury_7138390,B,C,C,B,B,B
MEAP_2005_5_12,A,B,C,D,D,D
MCAS_2000_4_30,D,C,D,D,A,A
MCAS_1998_4_12,C,A,C,C,C,C
Mercury_175840,B,B,C,B,B,B
Mercury_7099190,C,C,C,C,C,C
Mercury_SC_401605,A,B,D,C,D,D
TAKS_2009_5_36,A,A,A,A,A,A
Mercury_7171570,D,D,D,A,D,D
Mercury_SC_402057,C,B,D,C,C,C
Mercury_SC_413628,C,C,C,C,C,C
Mercury_LBS10131,C,C,C,C,C,C
Mercury_7032428,B,A,A,A,D,D
Mercury_7025008,A,B,A,B,A,A
MEA_2011_8_19,D,D,C,D,D,D
NYSEDREGENTS_2008_8_27,3,3,3,3,C,C
VASoL_2007_5_22,B,C,C,C,B,B
NCEOGA_2013_5_19,A,A,B,D,B,B
Mercury_7037555,C,B,D,B,C,C
Mercury_402132,B,C,C,C,B,B
MCAS_2006_8_24,A,C,C,C,A,A
Mercury_7128923,B,D,B,D,D,D
Mercury_416379,A,C,B,A,C,C
Mercury_7168053,C,C,B,B,A,A
AKDE&ED_2008_8_1,A,A,A,A,A,A
Mercury_SC_415476,B,B,B,A,B,B
Mercury_7106960,A,A,A,A,A,A
Mercury_7160563,C,A,D,D,C,C
Mercury_7068583,B,D,C,D,B,B
Mercury_404638,D,A,A,A,D,D
Mercury_SC_407138,A,B,A,A,A,A
MCAS_2000_4_10,D,C,C,C,D,"D

Question: A person is using a flashlight with a dimmer switch. If she turns it up too much, what effect does this have on the light intensity produced by the bulb?
A. The light intensity increases.
B. The light intensity decreases.
C. The light intensity oscillates between increasing and decreasing.
D. There is no effect on the light intensity.
Answer: A"
Mercury_177748,D,B,A,B,D,D
MCAS_2004_9_21-v1,C,C,A,C,D,D
MDSA_2007_5_16,A,A,B,A,A,A
Mercury_401763,B,B,C,B,B,B
Mercury_7268118,C,A,A,A,C,C
Mercury_403232,D,D,D,D,D,D
Mercury_415081,A,D,D,D,C,C
Mercury_7206378,B,B,B,A,B,B
CSZ30169,A,D,B,D,B,B
Mercury_7013948,D,C,D,C,D,D
Mercury_SC_402164,C,C,C,C,D,D
Mercury_400880,C,C,A,C,B,B
Mercury_7040793,B,A,A,D,B,B
MDSA_2010_5_29,D,B,D,D,D,D
LEAP__8_10365,A,B,D,D,A,A
Mercury_SC_401295,B,B,B,B,B,B
MCAS_2012_5_23625,C,B,A,B,C,C
Mercury_7268048,C,C,C,D,C,C
Mercury_SC_402629,A,A,D,A,A,A
NCEOGA_2013_8_42,D,A,B,B,B,B
Mercury_412463,D,C,D,C,C,C
Mercury_409295,B,C,A,A,B,B
Mercury_404609,D,A,B,A,D,D
Mercury_7230090,C,B,B,B,C,C
Mercury_7057488,D,A,A,B,D,D
MDSA_2009_4_1,D,C,D,C,C,C
Mercury_7150728,A,A,B,A,B,B
Mercury_402207,B,A,C,D,D,D
Mercury_411732,D,A,D,D,A,A
Mercury_7270113,C,D,B,C,C,C
AKDE&ED_2008_8_3,B,D,D,D,D,D
MCAS_1999_8_1,A,B,A,B,B,B
NYSEDREGENTS_2015_4_24,C,B,B,A,C,C
Mercury_7122640,A,A,A,A,A,A
Mercury_402547,C,C,B,C,C,C
Mercury_7133945,B,B,B,A,B,B
Mercury_7199028,B,D,D,D,C,C
Mercury_7217298,A,C,A,C,A,A
Mercury_7057680,C,B,A,C,A,A
Mercury_SC_400404,D,A,B,C,C,C
Mercury_SC_408030,A,C,A,C,A,A
Mercury_415083,B,B,B,B,B,B
Mercury_409114,B,B,B,B,B,B
Mercury_SC_415006,A,D,B,A,A,A
MSA_2012_5_15,C,C,D,B,C,C
Mercury_SC_402612,D,B,D,D,D,D
Mercury_SC_405937,B,B,B,B,B,B
Mercury_SC_416459,C,A,B,A,A,A
NAEP_2000_8_S21+4,C,A,C,C,C,C
Mercury_7072380,B,D,D,D,B,B
Mercury_SC_401373,A,A,A,A,A,A
Mercury_SC_400579,C,C,C,C,C,C
MCAS_2003_5_14,C,C,C,C,C,C
MSA_2015_8_30,A,A,A,C,A,A
Mercury_SC_415416,C,D,C,D,B,B
NYSEDREGENTS_2012_8_42,2,2,2,2,B,B
NCEOGA_2013_5_9,B,A,A,A,D,D
MEAP_2005_8_45,D,A,B,B,A,A
Mercury_SC_400594,D,B,D,B,D,D
NCEOGA_2013_8_43,A,A,A,A,A,A
MCAS_2006_8_13,C,C,C,C,C,C
Mercury_7168823,D,B,D,B,D,D
Mercury_7158935,C,A,A,A,A,A
Mercury_7172708,B,A,D,A,A,A
ACTAAP_2010_5_1,A,A,A,D,D,D
Mercury_7093048,C,C,C,D,C,C
Mercury_7081603,C,A,B,D,C,C
Mercury_SC_LBS11003,D,B,B,B,D,D
MCAS_2005_8_2,C,B,C,D,C,C
ACTAAP_2010_7_14,C,C,D,C,C,C
NYSEDREGENTS_2008_4_15,C,C,C,C,C,C
Mercury_7107240,A,A,A,D,A,A
Mercury_7218628,C,C,B,C,C,C
MSA_2013_5_23,D,B,A,C,D,D
Mercury_7081725,A,C,C,C,A,A
Mercury_SC_413542,A,D,A,B,A,A
Mercury_SC_407302,C,C,C,D,C,C
Mercury_175053,D,B,A,B,A,A
Mercury_7161315,B,A,B,D,D,D
Mercury_189070,A,B,B,D,B,B
Mercury_7189123,B,C,B,B,B,B
Mercury_SC_402171,D,A,D,D,C,C
Mercury_7217368,B,B,B,B,B,B
Mercury_LBS10933,A,A,A,A,B,B
Mercury_7223160,C,A,D,A,A,A
Mercury_SC_401324,D,A,C,C,D,D
LEAP_2001_8_10379,A,A,A,C,A,A
VASoL_2009_5_30,D,A,D,A,B,B
Mercury_416404,D,B,C,C,D,D
Mercury_7103530,B,B,B,B,D,D
Mercury_7030870,A,C,B,C,C,C
LEAP__7_10348,C,C,C,C,C,C
Mercury_SC_406835,B,D,A,A,D,D
Mercury_178255,B,A,C,D,B,B
MDSA_2012_8_16,B,B,C,B,B,B
Mercury_409645,D,D,A,B,B,B
TIMSS_2003_8_pg47,C,B,C,A,C,C
NYSEDREGENTS_2010_8_16,2,2,1,2,B,B
Mercury_7159810,B,A,D,A,B,B
Mercury_7267523,B,C,B,C,B,B
Mercury_SC_401006,A,A,A,A,A,A
ACTAAP_2010_7_12,D,B,D,B,D,D
MEAP_2005_8_13,D,A,D,A,B,B
Mercury_7164623,C,C,C,C,A,A
Mercury_417127,A,A,B,C,A,A
Mercury_411224,B,B,B,B,B,B
TIMSS_2011_8_pg15,D,D,D,D,C,C
NYSEDREGENTS_2012_8_19,3,3,3,3,C,C
Mercury_7222460,A,C,A,C,A,A
Mercury_7007420,C,B,C,B,C,C
Mercury_SC_405710,D,C,A,C,D,D
Mercury_SC_401375,C,D,D,D,C,C
VASoL_2010_3_22,A,A,C,A,A,A
Mercury_SC_408358,A,C,D,C,A,A
NYSEDREGENTS_2013_8_42,2,2,1,3,C,C
Mercury_SC_400661,D,B,C,D,D,D
Mercury_SC_415422,C,A,D,C,C,C
Mercury_SC_400162,D,C,D,D,D,D
Mercury_7212328,B,D,B,B,B,B
NCEOGA_2013_8_26,D,B,D,A,D,D
Mercury_SC_407696,B,C,A,C,B,B
Mercury_SC_400052,B,B,B,B,B,B
Mercury_7212870,D,B,B,B,B,B
NYSEDREGENTS_2010_8_35,3,1,3,1,C,C
MCAS_2010_8_12005,A,A,A,A,A,A
Mercury_7218505,B,B,B,B,B,B
Mercury_SC_400853,D,B,D,D,D,D
Mercury_7210455,C,D,C,C,C,C
Mercury_7174738,C,C,C,C,C,C
MCAS_2001_5_2,D,B,D,B,D,D
NYSEDREGENTS_2012_4_9,A,D,A,D,A,A
Mercury_416593,B,C,D,D,D,D
Mercury_7205870,B,C,C,C,B,B
Mercury_SC_401798,C,C,D,C,C,C
Mercury_7084228,D,B,D,B,D,D
Mercury_417460,A,B,B,B,D,D
Mercury_402539,B,B,B,B,B,B
Mercury_406800,B,D,D,B,B,B
Mercury_SC_408321,A,A,A,A,A,A
Mercury_SC_406836,C,D,A,A,C,C
Mercury_SC_410963,D,B,B,D,D,D
Mercury_7132405,D,A,D,C,D,D
Mercury_SC_408872,C,C,D,C,C,C
VASoL_2008_3_25,B,B,B,B,B,B
WASL_2005_8_12,A,A,A,A,A,A
AKDE&ED_2012_8_20,B,B,D,D,B,B
Mercury_7056823,B,D,B,C,B,B
Mercury_7205800,B,A,D,A,B,B
Mercury_SC_402282,A,A,A,D,A,A
MCAS_1998_8_26,C,A,C,D,C,C
Mercury_7230318,D,A,A,D,D,D
Mercury_SC_416167,C,C,C,C,C,C
Mercury_7027720,B,B,D,D,B,B
LEAP__5_10312,B,A,B,A,B,B
Mercury_405161,D,D,B,C,D,D
Mercury_SC_409245,D,A,D,D,D,D
ACTAAP_2011_5_8,C,A,A,D,C,C
Mercury_7223370,D,D,A,A,D,D
Mercury_SC_400697,B,C,D,B,A,A
Mercury_SC_401262,D,D,D,D,D,D
Mercury_7136063,B,B,A,A,B,B
Mercury_405876,D,C,B,C,A,A
Mercury_7057890,A,D,A,D,A,A
LEAP_2002_4_10247,B,B,B,B,A,A
Mercury_SC_405481,C,C,C,C,C,C
Mercury_SC_400401,B,D,B,D,B,B
Mercury_7064260,B,B,A,B,B,B
Mercury_7015995,B,B,B,C,C,C
Mercury_400887,B,B,B,A,C,C
Mercury_7247678,A,A,D,A,A,A
MDSA_2007_8_24,C,A,D,A,C,C
AKDE&ED_2008_8_48,A,B,D,A,A,A
Mercury_401014,C,A,C,C,D,D
Mercury_7106698,A,A,C,A,C,C
Mercury_7143308,B,B,D,A,B,B
MCAS_2005_9_21,B,B,A,B,A,A
Mercury_400443,B,B,C,B,A,A
Mercury_7283430,B,B,A,B,B,B
Mercury_7159250,C,C,C,D,C,C
Mercury_401912,A,B,B,B,C,C
Mercury_7219328,B,A,D,A,B,B
Mercury_7214498,C,A,D,D,B,B
TAKS_2009_5_14,A,A,C,A,A,A
NYSEDREGENTS_2013_4_17,D,D,D,D,D,D
Mercury_403907,C,C,D,C,C,C
Mercury_7081480,A,A,A,A,A,A
Mercury_416505,B,C,A,C,A,A
Mercury_7041668,D,A,D,A,D,D
Mercury_SC_401309,C,B,B,D,B,B
NYSEDREGENTS_2010_4_1,B,B,B,B,B,B
ACTAAP_2007_7_36,C,C,C,C,C,C
VASoL_2009_3_12,D,B,D,B,A,A
Mercury_7085295,C,C,A,C,C,C
Mercury_7201968,A,B,D,B,B,B
Mercury_7214008,C,D,B,D,C,C
Mercury_176855,B,B,B,B,B,B
Mercury_SC_401678,B,A,D,A,B,B
Mercury_417143,D,D,D,D,D,D
NYSEDREGENTS_2013_4_21,D,D,A,D,D,D
Mercury_7032620,B,B,A,B,B,B
NYSEDREGENTS_2008_8_9,4,4,2,4,D,D
TAKS_2009_8_27,C,C,C,C,C,C
NCEOGA_2013_8_57,C,C,C,A,C,C
Mercury_SC_413143,C,C,B,C,B,B
Mercury_401195,D,B,B,B,D,D
CSZ10358,A,A,A,C,B,B
MCAS_1999_4_26,C,C,C,C,A,A
AKDE&ED_2008_8_36,A,B,B,B,A,A
Mercury_7017938,B,B,B,B,B,B
MDSA_2013_8_32,D,B,D,B,D,D
Mercury_7038028,C,B,B,B,C,C
Mercury_7057103,C,C,C,C,C,C
NYSEDREGENTS_2008_4_26,C,C,C,C,C,C
Mercury_417117,C,C,C,C,C,C
MCAS_2016_8_15,C,A,C,C,C,C
Mercury_400780,C,A,A,A,B,B
NYSEDREGENTS_2008_8_32,1,2,1,1,A,A
Mercury_SC_416104,C,C,D,D,C,C
Mercury_416646,B,C,C,C,C,C
Mercury_SC_405296,C,C,C,C,C,C
MCAS_2006_8_31,D,D,D,A,D,D
MCAS_2015_5_14,A,B,B,B,A,A
Mercury_417465,C,A,D,A,C,C
MCAS_1998_4_19,D,D,D,D,C,C
Mercury_7214778,D,B,D,B,D,D
Mercury_7123393,D,A,D,D,D,D
Mercury_7207550,D,D,D,A,D,D
Mercury_SC_405827,B,D,A,D,A,A
NYSEDREGENTS_2015_4_11,D,D,D,D,D,D
Mercury_404097,C,D,B,D,C,C
AIMS_2009_4_4,C,C,D,D,B,B
NCEOGA_2013_8_18,A,B,D,D,A,A
Mercury_400884,B,B,B,D,B,B
Mercury_7219678,A,C,C,B,A,A
ACTAAP_2010_5_7,B,B,B,B,C,C
ACTAAP_2012_7_9,C,C,C,D,C,C
MCAS_2005_8_6,A,A,D,A,A,A
Mercury_SC_401162,C,A,A,A,C,C
Mercury_SC_407710,D,D,D,D,D,D
VASoL_2009_3_23,D,D,D,D,D,D
Mercury_SC_402276,D,B,D,D,A,A
Mercury_400744,A,A,B,A,A,A
Mercury_SC_LBS10902,B,A,D,D,D,D
Mercury_7133245,B,D,D,D,D,D
Mercury_7131530,B,B,A,B,C,C
Mercury_7041143,C,C,C,C,C,C
MCAS_2010_5_11984,A,B,B,B,A,A
Mercury_7159285,C,D,C,D,C,C
AIMS_2008_8_13,D,D,D,D,C,C
MDSA_2013_8_20,C,B,D,B,C,C
Mercury_7114100,A,D,A,D,A,A
Mercury_7213343,A,A,C,A,D,D
Mercury_SC_LBS10597,A,B,D,A,B,B
Mercury_7126263,B,D,B,D,B,B
Mercury_7133613,A,C,A,C,A,A
Mercury_7234605,D,A,C,A,D,D
Mercury_SC_400839,B,A,B,B,B,B
Mercury_SC_402984,B,A,A,B,B,B
NYSEDREGENTS_2012_4_29,C,C,C,C,C,C
VASoL_2009_3_22,D,B,A,B,D,D
Mercury_409349,A,B,A,A,A,A
Mercury_SC_407417,D,A,D,A,A,A
VASoL_2007_5_21,C,D,D,D,C,C
MCAS_2012_8_23651,A,D,A,D,A,A
MCAS_2000_4_26,D,B,C,C,D,D
Mercury_SC_410971,A,A,A,D,A,A
Mercury_404841,D,A,C,A,B,B
Mercury_416651,A,B,C,D,C,C
Mercury_416576,B,A,C,C,B,B
MCAS_1998_8_24,D,C,A,D,A,A
Mercury_SC_408367,B,C,D,D,B,B
Mercury_405804,D,D,B,D,D,D
Mercury_7216318,A,D,A,D,A,A
Mercury_401312,D,D,D,D,C,C
MDSA_2013_8_23,D,D,C,D,C,C
Mercury_SC_405880,A,A,A,A,D,D
ACTAAP_2009_5_12,B,A,B,A,C,C
CSZ20754,B,C,C,C,C,C
Mercury_184363,D,A,D,D,A,A
Mercury_7188195,C,C,C,C,D,D
Mercury_7221043,D,D,D,D,B,B
