QuestionID,Answer,CP_Raw,CP_UN,CP_LN,MCP_output,MCP_Answer
Mercury_400811,D,A,A,A,e,electromagnetic
Mercury_SC_400062,D,A,D,A,A,A
Mercury_400699,B,C,C,C,B,B
Mercury_7029803,B,B,B,B,B,B
Mercury_SC_401372,D,C,A,C,t,their body shape.
Mercury_7271128,C,B,C,B,C,C
Mercury_407260,B,A,A,A,D,D
Mercury_SC_416155,C,B,B,A,t,the nervous system
Mercury_402145,B,A,C,C,B,B
AIMS_2009_4_5,A,B,C,B,C,C
TIMSS_2003_4_pg7,D,A,A,A,D,D
Mercury_7142415,A,A,B,B,C,C
Mercury_7212818,B,A,C,A,D,D
Mercury_SC_413299,A,B,C,B,b,biofuel
Mercury_7132020,A,D,C,D,d,d
MEA_2014_8_10,C,B,C,B,C,C
TIMSS_1995_8_N2,B,B,A,C,C,C
Mercury_7024465,A,A,A,A,N,Nonstick surface
Mercury_SC_415762,D,A,D,C,D,D
Mercury_415093,D,A,B,D,D,D
LEAP_2005_8_10404,D,A,C,B,D,D
AIMS_2008_8_6,B,B,D,D,A,A
Mercury_7057173,D,B,D,B,d,d
TIMSS_2007_8_pg60,C,C,D,D,H,Humans
AIMS_2009_8_14,A,B,B,B,D,D
Mercury_185010,A,C,B,A,A,A. parasitism
Mercury_7206938,A,D,D,D,B,B
Mercury_402501,B,A,C,D,D,D
MCAS_2011_8_15365,C,B,D,B,C,C
Mercury_SC_401766,A,B,B,A,b,b
Mercury_7162400,D,D,D,D,D,D
Mercury_7086695,C,D,C,B,w,weathering
Mercury_SC_402994,C,D,D,D,D,D
Mercury_7056298,A,D,A,D,D,D
Mercury_409115,C,B,C,B,C,C
Mercury_409647,D,B,C,B,D,D
Mercury_414352,A,D,B,D,B,B
Mercury_185325,C,C,C,C,m,migration.
Mercury_SC_412374,C,A,A,C,C,C
Mercury_SC_401818,C,A,A,A,l,line graph
Mercury_SC_413549,B,A,B,B,D,D
Mercury_7093958,A,A,D,A,a,a
Mercury_7102323,D,D,C,D,D,D
Mercury_7222793,B,A,B,B,C,C
Mercury_SC_400701,A,D,D,D,D,D
Mercury_409301,B,C,A,A,B,B
Mercury_SC_400383,C,C,D,C,B,B
CSZ_2005_5_CSZ10021,B,A,B,C,B,B
Mercury_SC_407070,B,A,B,B,A,A
Mercury_SC_400708,C,A,C,C,D,D
Mercury_7075040,C,C,C,C,C,C
Mercury_7137165,A,B,A,B,A,A
Mercury_SC_400046,B,D,D,D,B,B
Mercury_7099330,D,D,C,D,D,D
MDSA_2007_5_2,C,A,A,D,C,C
Mercury_7271758,B,A,B,B,A,A
MCAS_2003_8_31,C,A,A,A,A,A
AKDE&ED_2008_8_53,C,A,B,A,B,B
TIMSS_2007_8_pg109,C,D,D,A,C,Compare their fingerprints
Mercury_175385,C,A,B,A,B,B
Mercury_410669,D,C,D,D,D,D
MEAP_2005_8_39,C,D,D,D,D,D
Mercury_SC_408568,B,A,A,A,B,B
AKDE&ED_2008_8_7,B,B,B,B,D,D
Mercury_7082845,B,B,B,B,D,D
Mercury_SC_405726,D,C,D,C,l,limiting construction in wooded areas
Mercury_SC_415407,A,B,B,B,C,C
Mercury_SC_401792,C,A,A,A,t,trees
LEAP_2000_8_4,B,D,D,D,B,B
Mercury_SC_413439,A,A,A,A,D,D
ACTAAP_2014_7_13,B,B,D,B,A,A
Mercury_SC_402638,A,B,D,C,A,A
Mercury_SC_406725,A,C,B,C,D,D
NYSEDREGENTS_2015_4_29,A,A,D,D,w,water
Mercury_406136,A,A,A,A,A,A
MSA_2012_5_23,C,A,C,C,B,B
Mercury_405873,B,C,B,B,B,B
Mercury_7043820,B,D,B,A,A,A
MCAS_2005_5_34,B,B,B,C,D,D
Mercury_7182245,D,B,C,C,B,B
MSA_2012_8_30,A,D,B,D,c,car manufacturers
Mercury_7252753,A,A,D,A,D,D
TAKS_2009_8_36,B,B,C,B,Invalid,2
Mercury_SC_415473,C,D,D,D,D,D
Mercury_SC_413624,B,D,B,B,A,A
Mercury_7016800,D,C,B,D,D,D
Mercury_SC_407228,D,C,C,C,D,D
Mercury_414504,B,D,C,C,A,A
TIMSS_2011_4_pg27,A,D,D,D,D,D
Mercury_SC_402029,D,C,D,D,D,D
Mercury_7131845,C,A,D,A,D,D
Mercury_SC_405533,B,A,C,C,B,B
Mercury_7086748,A,B,B,B,h,hot rock
MDSA_2007_8_17,B,D,D,D,C,C
Mercury_7210473,C,B,C,B,C,C
Mercury_7214340,A,C,C,C,c,c
MCAS_2005_9_17,C,D,D,D,t,transverse
MEA_2016_8_12,B,C,B,C,f,forest fire
Mercury_SC_401278,B,A,C,A,D,D
Mercury_SC_407689,D,B,B,B,e,earthquake
Mercury_7230405,B,C,C,C,D,D
Mercury_SC_405640,A,B,A,B,D,D
Mercury_7201775,D,B,B,B,p,protein
Mercury_7177398,D,B,B,B,D,D
Mercury_7041423,A,D,D,D,d,d
Mercury_7004743,D,D,A,D,b,b
Mercury_7198468,A,C,A,C,A,A
MEA_2014_5_11,C,A,D,A,C,C
Mercury_410602,A,D,D,A,B,B
Mercury_7108868,C,B,B,B,B,B
Mercury_7033828,D,C,B,C,w,wind
TIMSS_2007_4_pg19,A,C,A,A,A,A
Mercury_400828,D,C,D,C,D,D
VASoL_2008_3_16,B,D,B,B,B,B
LEAP__5_10315,C,C,C,C,B,B
Mercury_SC_415471,A,B,A,B,A,A
Mercury_7247065,C,A,A,A,C,C
MDSA_2011_5_3,B,A,D,A,C,C
MDSA_2009_5_39,C,D,C,D,D,D
Mercury_187198,C,B,B,C,B,B
MCAS_2000_4_36,A,B,B,B,r,radio tower
Mercury_184100,C,C,C,C,D,D
Mercury_LBS10814,B,A,D,B,b,b
Mercury_SC_408384,B,A,A,A,D,D
Mercury_7043068,D,C,C,C,B,B
Mercury_411071,B,D,D,D,Invalid,2.7 km
NYSEDREGENTS_2010_4_24,B,C,A,C,C,C
Mercury_SC_409673,D,A,B,A,D,D
Mercury_SC_400374,B,B,D,D,A,A
CSZ_2009_8_CSZ20740,B,B,D,D,C,C
Mercury_SC_406482,D,B,D,D,B,B
OHAT_2007_8_24,A,D,C,B,D,D
Mercury_188335,B,D,B,D,D,D
Mercury_7128555,B,D,C,D,B,B
Mercury_407517,C,B,D,B,Invalid,41
Mercury_405950,C,D,D,D,D,D
MCAS_2004_9_5,C,B,A,C,B,B
NCEOGA_2013_8_28,B,A,A,D,B,B
Mercury_SC_406451,C,A,B,B,D,D
Mercury_7109323,D,A,C,C,T,The old hypothesis will be disregarded.
Mercury_404132,B,D,D,B,D,D
Mercury_7210210,C,C,C,C,C,C
Mercury_SC_408042,B,B,B,B,C,C
MCAS_2004_8_14,C,A,A,A,C,C
TIMSS_2011_4_pg5,B,A,A,A,B,B
Mercury_SC_406833,C,B,B,B,A,A
Mercury_7029558,C,A,D,A,s,second-level consumer
Mercury_7138390,B,C,B,B,D,D
MEAP_2005_5_12,A,B,B,C,D,D
MCAS_2000_4_30,D,C,A,C,c,computer
MCAS_1998_4_12,C,C,C,C,A,A
Mercury_175840,B,D,C,D,t,to give structural support
Mercury_7099190,C,A,C,C,D,D
Mercury_SC_401605,A,B,D,C,D,D
TAKS_2009_5_36,A,A,B,C,B,B
Mercury_7171570,D,A,D,A,d,d
Mercury_SC_402057,C,B,C,D,h,hibernate
Mercury_SC_413628,C,D,B,C,T,They break down waste.
Mercury_LBS10131,C,C,C,C,D,D
Mercury_7032428,B,A,A,A,D,D
Mercury_7025008,A,B,D,B,D,D
MEA_2011_8_19,D,D,D,D,d,d
NYSEDREGENTS_2008_8_27,3,3,3,3,D,D
VASoL_2007_5_22,B,C,A,C,B,B
NCEOGA_2013_5_19,A,C,B,D,B,B
Mercury_7037555,C,B,D,D,D,D
Mercury_402132,B,C,C,C,C,C
MCAS_2006_8_24,A,D,D,D,D,D
Mercury_7128923,B,D,B,D,w,water
Mercury_416379,A,C,B,C,C,C
Mercury_7168053,C,C,C,C,A,A
AKDE&ED_2008_8_1,A,B,B,A,A,A
Mercury_SC_415476,B,D,A,A,C,C
Mercury_7106960,A,A,A,A,w,wind
Mercury_7160563,C,A,C,C,C,C
Mercury_7068583,B,D,C,D,C,C
Mercury_404638,D,D,A,A,A,A
Mercury_SC_407138,A,C,A,A,B,B
MCAS_2000_4_10,D,C,A,C,D,D
Mercury_177748,D,C,B,C,D,D
MCAS_2004_9_21-v1,C,C,B,C,C,C
MDSA_2007_5_16,A,C,A,A,B,B
Mercury_401763,B,B,D,B,B,B
Mercury_7268118,C,A,A,A,D,D
Mercury_403232,D,B,B,B,a,a compound.
Mercury_415081,A,C,C,C,C,C
Mercury_7206378,B,C,C,C,C,C
CSZ30169,A,D,D,C,D,D
Mercury_7013948,D,C,B,B,B,B
Mercury_SC_402164,C,C,D,C,d,d
Mercury_400880,C,A,A,A,B,B
Mercury_7040793,B,A,D,D,B,B
MDSA_2010_5_29,D,A,C,D,D,D
LEAP__8_10365,A,B,C,A,C,C
Mercury_SC_401295,B,A,B,A,D,D
MCAS_2012_5_23625,C,B,A,B,B,B
Mercury_7268048,C,D,D,D,D,D
Mercury_SC_402629,A,D,D,D,D,D
NCEOGA_2013_8_42,D,A,B,B,B,B
Mercury_412463,D,D,C,D,Invalid,2
Mercury_409295,B,C,A,A,B,B
Mercury_404609,D,A,C,A,C,C
Mercury_7230090,C,C,C,B,D,D
Mercury_7057488,D,A,A,B,B,B
MDSA_2009_4_1,D,C,D,C,m,much warmer
Mercury_7150728,A,A,D,A,C,C
Mercury_402207,B,B,B,B,A,A
Mercury_411732,D,A,D,D,D,D
Mercury_7270113,C,D,C,D,D,D
AKDE&ED_2008_8_3,B,C,C,C,D,D
MCAS_1999_8_1,A,B,A,B,A,A
NYSEDREGENTS_2015_4_24,C,B,B,C,A,A
Mercury_7122640,A,C,B,C,A,A
Mercury_402547,C,D,C,C,D,D
Mercury_7133945,B,B,C,A,T,The number of protons
Mercury_7199028,B,C,A,C,A,A
Mercury_7217298,A,D,D,D,A,A
Mercury_7057680,C,B,A,C,B,B
Mercury_SC_400404,D,A,A,C,B,B
Mercury_SC_408030,A,C,C,C,B,B
Mercury_415083,B,B,C,C,D,D
Mercury_409114,B,B,D,D,D,D
Mercury_SC_415006,A,A,C,A,B,B
MSA_2012_5_15,C,B,C,B,C,C
Mercury_SC_402612,D,B,D,C,s,"sort the materials by plastics, papers, and cans"
Mercury_SC_405937,B,B,B,B,B,B
Mercury_SC_416459,C,A,B,A,b,b
NAEP_2000_8_S21+4,C,B,D,C,D,D
Mercury_7072380,B,D,D,D,D,D
Mercury_SC_401373,A,C,A,C,A,A
Mercury_SC_400579,C,C,C,C,f,"flat, grinding teeth"
MCAS_2003_5_14,C,C,C,C,A,A
MSA_2015_8_30,A,C,A,C,A,A
Mercury_SC_415416,C,D,D,D,D,D
NYSEDREGENTS_2012_8_42,2,2,1,3,B,B
NCEOGA_2013_5_9,B,D,D,D,D,D
MEAP_2005_8_45,D,A,B,B,D,D
Mercury_SC_400594,D,B,D,D,R,Repeat the same procedure.
NCEOGA_2013_8_43,A,D,A,A,A,A
MCAS_2006_8_13,C,C,A,C,C,C
Mercury_7168823,D,B,C,B,C,C
Mercury_7158935,C,B,A,B,C,C
Mercury_7172708,B,A,A,A,D,D
ACTAAP_2010_5_1,A,C,C,C,D,D
Mercury_7093048,C,B,B,D,B,B
Mercury_7081603,C,A,B,A,B,B
Mercury_SC_LBS11003,D,B,A,B,O,Other support for the research study findings.
MCAS_2005_8_2,C,B,B,D,C,C
ACTAAP_2010_7_14,C,C,C,C,C,C
NYSEDREGENTS_2008_4_15,C,B,B,B,s,solid
Mercury_7107240,A,A,D,D,A,A
Mercury_7218628,C,C,D,C,D,D
MSA_2013_5_23,D,C,C,C,D,D
Mercury_7081725,A,A,A,A,C,C
Mercury_SC_413542,A,B,A,B,D,D
Mercury_SC_407302,C,B,C,D,d,d
Mercury_175053,D,A,A,A,A,A
Mercury_7161315,B,A,B,A,T,The atmosphere is heated by the energy.
Mercury_189070,A,B,A,B,B,B
Mercury_7189123,B,B,D,B,B,B
Mercury_SC_402171,D,A,D,D,d,"date, plant height, and soil type"
Mercury_7217368,B,B,A,B,k,kilometer
Mercury_LBS10933,A,A,A,A,D,D
Mercury_7223160,C,B,D,B,B,B
Mercury_SC_401324,D,A,C,C,D,D
LEAP_2001_8_10379,A,D,D,D,C,C
VASoL_2009_5_30,D,A,D,A,D,D
Mercury_416404,D,A,C,C,D,D
Mercury_7103530,B,B,B,B,D,D
Mercury_7030870,A,C,B,C,C,C
LEAP__7_10348,C,A,C,C,T,The median number of eggs laid in a year
Mercury_SC_406835,B,D,B,A,D,D
Mercury_178255,B,A,C,D,D,D
MDSA_2012_8_16,B,A,D,B,B,B
Mercury_409645,D,D,C,D,B,B
TIMSS_2003_8_pg47,C,B,C,B,D,D
NYSEDREGENTS_2010_8_16,2,2,2,2,b,before birth
Mercury_7159810,B,A,D,A,B,B
Mercury_7267523,B,B,A,B,a,a tornado
Mercury_SC_401006,A,A,A,A,A,A
ACTAAP_2010_7_12,D,A,C,B,D,D
MEAP_2005_8_13,D,A,A,A,d,d
Mercury_7164623,C,A,A,A,B,B
Mercury_417127,A,A,B,A,D,D
Mercury_411224,B,B,D,D,B,B
TIMSS_2011_8_pg15,D,C,C,C,D,D
NYSEDREGENTS_2012_8_19,3,2,3,2,m,more predators
Mercury_7222460,A,C,C,C,i,inquiring into the causes of observed phenomena
Mercury_7007420,C,B,C,B,A,A
Mercury_SC_405710,D,C,A,D,D,D
Mercury_SC_401375,C,D,D,D,D,D
VASoL_2010_3_22,A,A,A,A,D,D
Mercury_SC_408358,A,D,D,C,B,B
NYSEDREGENTS_2013_8_42,2,3,3,3,A,A
Mercury_SC_400661,D,B,D,D,D,D
Mercury_SC_415422,C,A,D,C,C,C
Mercury_SC_400162,D,C,C,D,i,it reduces the number of trees cut down.
Mercury_7212328,B,D,C,B,D,D
NCEOGA_2013_8_26,D,B,A,C,D,D
Mercury_SC_407696,B,C,B,C,B,B
Mercury_SC_400052,B,B,B,B,B,B
Mercury_7212870,D,C,C,C,b,b
NYSEDREGENTS_2010_8_35,3,1,2,1,C,C
MCAS_2010_8_12005,A,B,D,A,B,B
Mercury_7218505,B,B,D,B,B,B
Mercury_SC_400853,D,A,D,D,D,D
Mercury_7210455,C,B,B,B,C,C
Mercury_7174738,C,C,A,C,D,D
MCAS_2001_5_2,D,B,B,B,D,D
NYSEDREGENTS_2012_4_9,A,C,A,C,f,forms of energy
Mercury_416593,B,C,A,D,b,b
Mercury_7205870,B,A,A,C,B,B
Mercury_SC_401798,C,C,D,C,D,D
Mercury_7084228,D,B,C,B,d,d
Mercury_417460,A,B,B,D,D,D
Mercury_402539,B,C,C,C,D,D
Mercury_406800,B,B,B,B,A,A
Mercury_SC_408321,A,A,B,A,D,D
Mercury_SC_406836,C,C,B,A,D,D
Mercury_SC_410963,D,B,D,D,C,C
Mercury_7132405,D,A,D,C,D,D
Mercury_SC_408872,C,C,D,C,A,A
VASoL_2008_3_25,B,B,B,B,B,B
WASL_2005_8_12,A,A,A,A,A,A
AKDE&ED_2012_8_20,B,A,D,D,D,D
Mercury_7056823,B,A,B,B,B,B
Mercury_7205800,B,A,A,D,B,B
Mercury_SC_402282,A,B,B,D,w,wind energy
MCAS_1998_8_26,C,C,C,D,D,D
Mercury_7230318,D,A,D,D,p,photosynthesis
Mercury_SC_416167,C,D,A,D,b,b
Mercury_7027720,B,C,C,D,D,D
LEAP__5_10312,B,A,D,A,B,B
Mercury_405161,D,D,D,C,D,D
Mercury_SC_409245,D,A,D,D,D,D
ACTAAP_2011_5_8,C,C,B,C,C,C
Mercury_7223370,D,D,A,A,s,solvent
Mercury_SC_400697,B,B,D,B,B,B
Mercury_SC_401262,D,A,A,A,D,D
Mercury_7136063,B,A,A,A,B,B
Mercury_405876,D,C,C,C,D,D
Mercury_7057890,A,D,A,D,W,Water is the universal solvent.
LEAP_2002_4_10247,B,A,B,A,D,D
Mercury_SC_405481,C,B,B,B,B,Both have woody bark.
Mercury_SC_400401,B,D,B,D,B,B
Mercury_7064260,B,C,D,C,D,D
Mercury_7015995,B,B,C,C,b,b
Mercury_400887,B,D,C,A,C,C
Mercury_7247678,A,D,A,D,A,A
MDSA_2007_8_24,C,A,C,A,D,D
AKDE&ED_2008_8_48,A,B,B,A,C,C
Mercury_401014,C,C,C,C,C,C
Mercury_7106698,A,D,C,C,D,D
Mercury_7143308,B,A,A,A,A,A
MCAS_2005_9_21,B,A,A,A,D,D
Mercury_400443,B,B,C,B,D,D
Mercury_7283430,B,B,C,C,B,B
Mercury_7159250,C,C,C,C,p,pathogenic fungi
Mercury_401912,A,B,A,D,C,C
Mercury_7219328,B,A,B,A,D,D
Mercury_7214498,C,B,B,B,B,B
TAKS_2009_5_14,A,A,C,A,D,D
NYSEDREGENTS_2013_4_17,D,C,D,C,D,D
Mercury_403907,C,C,B,C,B,B
Mercury_7081480,A,D,A,A,C,C
Mercury_416505,B,B,A,C,B,B
Mercury_7041668,D,A,D,A,d,d
Mercury_SC_401309,C,B,D,D,D,D
NYSEDREGENTS_2010_4_1,B,B,C,B,f,flexibility
ACTAAP_2007_7_36,C,A,A,D,t,trees
VASoL_2009_3_12,D,B,D,B,D,D
Mercury_7085295,C,C,A,C,C,C
Mercury_7201968,A,B,D,B,D,D
Mercury_7214008,C,B,B,D,C,C
Mercury_176855,B,D,B,D,B,B
Mercury_SC_401678,B,A,D,A,D,D
Mercury_417143,D,B,A,B,D,D
NYSEDREGENTS_2013_4_21,D,D,B,D,D,D
Mercury_7032620,B,C,D,C,D,D
NYSEDREGENTS_2008_8_9,4,2,2,2,D,D
TAKS_2009_8_27,C,C,C,B,C,C
NCEOGA_2013_8_57,C,C,A,A,C,C
Mercury_SC_413143,C,D,D,D,a,a flood
Mercury_401195,D,B,B,B,C,C
CSZ10358,A,A,A,C,p,pollination
MCAS_1999_4_26,C,B,C,B,A,A
AKDE&ED_2008_8_36,A,A,A,A,B,B
Mercury_7017938,B,A,A,A,C,C
MDSA_2013_8_32,D,B,D,C,B,B
Mercury_7038028,C,B,C,B,D,Dispose of extinguished matches properly.
Mercury_7057103,C,C,C,C,B,B
NYSEDREGENTS_2008_4_26,C,C,C,C,C,C
Mercury_417117,C,C,C,C,c,c
MCAS_2016_8_15,C,A,D,C,C,C
Mercury_400780,C,A,D,C,g,group 11 (1B)
NYSEDREGENTS_2008_8_32,1,2,1,4,B,B
Mercury_SC_416104,C,C,D,D,D,D
Mercury_416646,B,B,D,D,A,"A

Question: A researcher is studying two species of flowering plants. Species A has leaves that are flat-topped while Species B has those that are pointed-topped. How many characteristics would they compare to see if both species share a similar trait?
A. 2
B. 3
C. 4
D. 5
Answer: C

Question: A biologist wants to study the differences between the structures of two marine organisms: plankton and zooplankton. He knows the number of stomata per leaf on each organism. In which order of specificity (order in which they occur) would he first perform his measurements?
A. Chlorophyll density, biomass concentration, number of stomata per leaf
B. Number of stomata per leaf, chlorophyll density, biomass concentration
C. Biomass concentration, number of stomata per leaf, chlorophyll density
D. Number of stomata per leaf, biomass concentration, chlorophyll density
Answer: A

Question: The scientists conducting an experiment find that the speed at which a fish swims increases linearly with its length. If the fish swims faster when it is larger, how does this affect its reaction time for escape from a hiding place compared to smaller fish?
A. It remains constant.
B. It decreases.
C. It increases.
D. It becomes indeterminate.
Answer: C

Question: When designing a new game with young children, what is an important factor to consider regarding their age group to ensure safety and educational value?
A. The availability of advanced technology to simulate dangerous environments.
B. The complexity of the gameplay to be challenging.
C. The difficulty level of the puzzles or challenges to keep them engaged.
D. The color contrast to easily distinguish different levels.
Answer: C

Question: A company launches a new product with a limited quantity available for sale. This strategy primarily targets which aspect of consumer behavior?
A. Preference for quality over quantity.
B. Consumer inertia towards impulse buying.
C. Brand loyalty and repeat purchase behaviors.
D. Time-sensitive urgency to satisfy immediate needs.
Answer: D"
Mercury_SC_405296,C,C,C,C,C,C
MCAS_2006_8_31,D,A,A,A,d,d
MCAS_2015_5_14,A,D,A,D,D,D
Mercury_417465,C,D,D,D,e,evergreen forest
MCAS_1998_4_19,D,A,D,A,t,the Sun.
Mercury_7214778,D,B,D,B,D,D
Mercury_7123393,D,A,C,A,D,D
Mercury_7207550,D,A,C,A,D,D
Mercury_SC_405827,B,D,A,B,A,A
NYSEDREGENTS_2015_4_11,D,D,A,D,D,D
Mercury_404097,C,D,C,D,A,A
AIMS_2009_4_4,C,C,C,C,D,D
NCEOGA_2013_8_18,A,B,D,D,B,B
Mercury_400884,B,C,C,D,C,C
