QuestionID,Answer,CP_Raw,CP_UN,CP_LN,MCP_output,MCP_Answer
1cc14f6c9ae4435ddb4e4c520eee0065,C,E,A,E,d,desk drawer
49430bdae459f7368471e14391d0eeb1,E,E,A,E,e,e
e63b2dd1db7e1bd707956a41d3d2a83c,A,B,D,B,A,A
b18afff8078a6baa334b8bfb21db8624,A,B,C,B,B,B
84a559081220249df3a27f1f406594f6,D,C,C,C,I,In motion
eefde762b9bf947d1c1b87fea4bbe6b4,C,D,C,D,B,B
2a258ed37974c9226cbb32cfbf88d4f0,D,D,E,D,E,E
308b1c17a0dc5273d442dba191789de7,D,D,C,D,E,E
5f3357cd75e10f08d46195289d1a823d,A,D,A,D,C,C
8c157adc2027737cefb4ee0d6c9836d6,C,A,D,A,f,fly
688772598f69066794067c48197a9ab2,E,B,C,B,d,"d

Question: In which language is the phrase ""I'm not going to listen"" likely to appear?
A. French
B. Russian
C. English
D. Spanish
E. Italian
Answer: C

Question: If someone asks a question that includes two questions, does it automatically count as three questions?

1. Yes.
2. No.
3. Many.
4. None.

Correct Answer: 2. No.

Question: Is the following sentence considered an example of a multiple-choice question?

Which type of food are you more likely to find there?
a) fruits
b) vegetables
c) grains
d) dairy products
e) meat
f) seafood

Correct Answer: 3. Many.

Please write a short summary! The European Union's borders have become more porous due to:

a) immigration policies
b) migration quotas
c) technological advancements
d) climate change
e) globalization
f) international aid"
6874cbf68869d5482b719778f85b09a5,E,E,B,E,l,living room
397efef2f7c69fbb8f7507f2907196e3,A,C,B,C,E,E
6741642ade99f46b6086e9468f327b49,D,D,C,D,m,missing out
c4dcfeacbbc2d365a6fc34d8811e4ed6,D,E,D,E,E,E
64ce22ee28a83119363b83a83de1ae92,B,B,E,B,B,B
46376ac886af06e85beac37f3391c357,A,A,D,A,A,A
4bc34224aaa443baad6ccae86e11f3ab,A,E,B,E,b,beer
9fd4737d024fb0d6a9f047bed295bddb,E,C,A,C,D,D
2713983edc30c6391b9aa4ef2cb7ed79,B,C,D,D,F,France
478a2734a41c208d54b79e165590c8d2,B,C,A,C,E,E
8f338dbffed1b6489297aeeace0e6388,D,D,B,D,D,D
2060c15ad927d63db327f6277abee731,E,D,A,D,A,A
a74b9266de3c155863231cc6eae36dce,C,A,C,A,c,church
78cc94259c69fe5860663cfb709e12d0,D,C,E,C,h,home
0207126210b7d3c65da2f62b175e0e99,C,E,B,B,F,Florida
75ca0cb4e5e4ff188fcf7aa2c8af58fb,C,C,A,E,C,C
6bdb0431fa12fbdc5d641044379eec7b,C,D,D,D,l,launchpad
86ca5b66f3edd3ba38f117dd2c2cc1b2,A,E,B,A,b,burlap sack
3c4726ed93e78b8c9ed9ff4ac444a62f,C,D,D,D,E,E
aa55b7f6b2b2c627ea7d95b621a0ffbf,C,C,D,E,B,B
5b31de5a0506985dea62030485e9c3c3,B,E,D,E,g,go to jail
9a2a94207d01eae356a632638c708505,B,D,A,D,b,b
6b819727eb8a670df26a7ffad036c119,D,A,D,A,m,math problem
bb7e95200163d56ff217cba6eae470c8,B,A,E,A,b,b. supermarket
e1c1e59bef82df97789fb74211588d25,E,E,D,E,C,C
b050548eda5c0aa847542a5e5f2226ea,B,E,D,E,b,b
5fed6d8e79458a77fafccc77c5430166,A,B,B,E,A,A
4840397382c65294f9f1505cd5845799,D,B,B,C,a,amusement park
98f268fe3f6603dffd1ef3720e612adf,D,C,B,C,A,A
1958f3bf80c4515629f0d342c540c0b8,C,D,D,D,E,E
d27d0465137f3c709426eccae98acbe5,C,E,A,E,a,alone
d227f28c9490843fb225fcf4c7904ba9,A,E,B,E,h,home
b2c3a4d4c013ec6251bcfd92f35063d6,E,A,A,A,f,falling down
3667955cd4a7b8af3f2ed35747eea857,A,D,A,D,E,E
8f94e2afc2456142d50a8e76bb4f2ba7,A,E,C,E,答,答案是E，binocular
86ea5303d0194c17ac6f6dec5585751d,E,B,A,B,c,c
371f22b6bf7c922f4f3a3ed182992656,D,A,C,A,s,school grade
53cec6df76ad2fc0d802979682d1ce4e,E,D,B,D,w,work
126fcd9a539ac8237f82863df295108e,C,E,D,E,c,c
b629881148db7b32eed4d225fedf7c31,A,D,D,D,n,nail
f35128ce82c006de5f73efdd0f9cca06,C,B,D,B,D,D
e5a694ab7333ea27a942613d248b732a,E,B,B,B,D,D
c330780e3e855a5b2bd730b9a3997c5c,B,C,E,C,e,e
fa01c3b02ef685da10246088861f8e1b,C,D,B,D,b,building
4c0253d32a773f66cd70cc19cec89f80,B,C,C,E,E,E
f135ec42b0fa32dfcbf41e8af1fa9476,C,E,D,A,m,music room
7c22c55993fccd4c7d3c4d1f97bfff7e,C,A,E,A,E,E
ed0937d5ecad752068e97f9d8c5bd5c5,B,E,A,E,p,plan to marry
eae086f7e41faeffd22f8bb5b9e40cbc,C,B,C,B,H,Happiness
8e455fecd2912108d741759ebc26183e,C,C,C,C,A,A
640fa2a025a73dc0087c55a397b339d9,A,A,D,A,B,B
441fe2061e792c3df4f60a0dc41766e2,E,D,D,D,A,A
02c5b92d97670cdd5fbf7a1f697fbff8,D,C,C,C,a,a
d4fc07e02f2bc0492f67eb96af10538b,E,B,D,B,B,B
6efacba15f0cd3ff31915405875895f8,A,B,C,B,A,A
9b54283999001e13a8a43d3e2a1c392b,E,D,D,D,w,way to much
35cb4c0687c17933114b02377f6c77d6,A,B,E,B,i,insubstantial
5f1b5f7b8cba3d315e96435bb4720135,A,C,C,C,D,D
dff0e9959fcbbe48b43e62156248a553,B,C,E,B,b,b
e539f3d55509e93558373042bb1e3ed4,B,C,B,C,B,B
037b67b11456abd7e556d3a864eceba4,B,C,A,E,B,B
e99da2b1d9ec4be89c2b42407aa5a15f,B,B,E,B,E,E
586f0c1a627e0199a2e07b77e729f4dc,A,B,E,B,f,family room
ab6872dabd0cc54c55200282e19294f4,C,E,E,E,E,E
901dc43313a51b67a0bdff75b4415a49,E,E,E,E,l,learning about
45f0c751b90321956f1f1fb67f33f5c4,E,A,E,A,E,E
aa3ad08cfe609df6c1024ad7a0665d94,A,B,C,B,d,d
4c71b0e5cbd0f9fcc0c4086c49552c65,C,D,E,D,s,street corner
6f18c3f29d65c51e1f4a79cc291b8a96,B,D,E,D,C,C
10a9268f59c783e75131ae08e28202a5,C,D,D,D,E,E
442dd2d372228b9942f55d761ef961a3,B,B,D,B,B,B
a7f8089e91cf764119cc90d33bbe6c54,C,A,E,A,B,B
8e3dfa1aa4cee48a75da9fcb203e754f,B,E,C,E,m,music shop
585a194bba23870f6a636068f081de00,B,A,A,A,C,C
9433423c6b7d9f9d0a2aca1cdf63c139,B,E,E,E,E,E
c10ebb0e1b588d6a534edb297d2f4443,A,C,B,C,A,A
7851102d9fb1010792e4860dfd408f59,B,C,C,C,B,B
304200a3cd10da12a92022893f0fe3fc,D,C,C,C,C,C
2ac67ce590944ea9c5ee1dd41a721c56,C,A,D,A,E,E
a378255dfaa7c238d1c258084726c899,E,C,A,C,s,sneezing
93cdaa3a2af5822034be244004277fa3,B,C,D,E,E,E
12148e42c0fc0ffa3e612967070abcfd,C,A,B,A,c,c
c70ff170a6f133cad91ea2d9dfc4ce0d,B,D,B,D,C,C
0077e331c0a3d611c0d8ad367783f2ef,B,E,C,E,E,E
be8a6042c28c545dc971b4340b675365,E,B,B,B,D,D
6782b7ce5d7fe7245edd246d63f6014b,C,D,B,D,B,B
5eae9a162af2fd897c50ed1883a3809a,A,A,B,A,D,D
27fece3289aea6b667d3f2f3402327f8,E,E,D,A,b,b
35c3f9787f43626188837159ca86c8f2,A,E,A,E,E,E
5a55a24206cf1e342afde7991c6b0b76,A,D,B,A,c,communicating with others
9c047d024146b4fecd933e559f0adb4f,A,E,D,E,h,hairpin
278aa323f2f0790e40716b6bd5dbed91,D,E,D,E,y,yard
a76971c0fa4f8d0e32fcaf1298367c62,D,B,E,B,C,Committing murder most vile
41e688b8ec1b507dbb8f8b37b40f26e6,E,D,B,D,e,e
946ba9d7088272f0a81647ac1c347d03,C,E,E,E,o,outside
6aa6caa33c91e2a08bc2e18a1d4da225,E,A,A,A,E,E
b9d9d5dde90821e21b97f13e7fb97e29,E,B,E,B,e,e
b4a8d7e89ea6e3bf9e208a75a13fee6a,D,C,B,C,D,D
c8660d8acad677ef247856e930a27f06,B,A,A,A,B,B
ba37a5a38dd740acde5b00dc3d0ce4de,B,E,C,E,B,B
f375ae73d22eb099f403128708e21962,D,C,C,C,D,D
748842cda8d355f5511d23d7f7a7bb67,C,E,E,E,c,container
3ff447228a51f78915ad6da75a85aa3c,B,B,A,B,E,E
cfd9ae46361ef2f811b932f86d2a9af3,E,B,D,D,t,tool storage
1c57cabf4fa376748e7474ced6243e50,B,A,D,A,B,B
3c95d76ae5da18d365ed68e6fc583f82,D,A,C,B,D,D
af602ff4c6b62274a6ee77fc4469d033,B,A,C,A,g,go to sleep
111d65fa327038cc38c2f3048975fced,C,B,C,D,r,race track
dd1f94d7288ed696f2d83b04abbf27a7,D,C,B,C,e,e
2d7c65a4a693574f855232f94572ca08,E,B,A,B,o,office depot
4595eae0857e01310adf19cbc138ea7c,B,A,A,A,B,B
3fef24d7a9fb1277e34a9f974ff224c7,E,E,C,E,E,E
b2e81809ec3b362fe74ee3ffcabcfdb2,D,A,E,A,c,country club
b83bd22293f7a568bb252284c30ce794,D,D,D,D,e,e
57981c6a9d5da85a76862132a8e073fb,B,B,E,A,c,city
6cf454a0c090977244f9230f1f378101,D,A,B,A,E,E
224ee9278a5d86a20259060906f98534,C,E,B,E,o,older houses
ac537f9449ac031158ec6b26818c76f0,E,D,C,D,M,Missouri
bedecf8ae38e7a53da80867ce3bbf109,B,E,E,E,B,B
8e488bdeb73407ee3b5607c5e8199c4c,A,C,C,C,A,A
a771ea8c42519d651e2b1ab36a6187b7,A,D,D,D,c,closest
adab3ab59ebc571bb6ad7fe9fe83e658,A,C,C,C,e,e
ef5c48e2dda987a571e38050bc025089,D,A,D,A,b,b
e4e75b4db04649655944f498d692a8b0,D,B,B,B,I,Isolation
186b8452b77887245e8a03b50763e5d9,B,D,D,D,s,stellar
c3b6280d05a9f9c5b031fcbeaa0ce695,D,E,A,E,e,e
7d0dc85078e9a3f6f75c0748f8f35cff,B,A,A,A,p,pass time
4cfd8cde494308c8398b5c098fab7513,B,C,D,C,B,B
6ed5fecfcd524d8317379bb30a4d0155,B,D,E,D,E,E
10c1c0850b36483acd704fcfbc4977f1,C,E,A,E,c,c
2cf37e30fd473813d6f771c834be059f,D,A,E,A,c,clean clothes
a101c1e16d7a981e4b45bf7877331e9a,C,D,C,D,g,going on vacation
281cfc48534dff007f079127d783d896,C,B,B,B,g,good credit
5281d93d60f0211457be3fbe391b6953,D,B,B,D,D,D
e265c5c0ca20d6e00c9fa8f319d8a70e,C,C,E,C,d,dress herself
6a863576a54d17a6532e124a8b2ac15c,B,A,A,A,w,woods
24bb2394b6bd778b607ca923aee8e994,A,A,A,A,l,library
be24e81e1761b422038365cd06e82edd,D,C,A,C,d,death
99a48d64cd006ffea87cfa90b70a1779,C,D,D,D,c,c
621d52d498adeb41ecb372b53b0fcaa1,C,E,A,E,c,change shoes
2c1f36267c3663cd1bb22e33f297be1b,D,C,C,C,D,D
0a678030fce19b9117ae66c9c25de176_1,D,B,A,B,E,E
fcd70a597379ac881085a01e342ad14d,C,A,E,A,b,b
ee17387dd4b07989289d3bb52af6e1bd,D,B,A,B,S,Street
4c1c40318e80663bff06da16b25ee2fa,B,A,A,A,b,b
cd82b8028c5eebd83fe699a378081a27,B,A,B,A,E,E
9d4ba0de43138f1c11fe743fdeec3711,E,B,E,B,E,E
425b0b6a8a1ab08dd22112225f7d5b80,B,E,A,E,E,E
d628915698086f4ce0803d11c956c81f,C,B,E,B,e,e
1b3bf9c8c110a5a99112d8b2a9c7b2fc,E,D,C,D,f,family room
7056e96e868c41ea64b83d64ca04a17a,D,D,D,D,B,B
c25090c0c98a9f6d3422fc18ad619485,B,E,E,E,E,E
7914facfac0229988dbd1f08de595257,A,B,E,B,A,A
426b4d98b3be2bba2da369201df57b93,A,E,B,B,A,A
a761edb5bcd7ba65469c728120d784b0,E,B,B,B,w,window
9527d2260447025abb4c16c01a94362e,A,E,D,E,s,street corner
053cf211b1d127fd8367a6b525a9b5d1,D,A,B,A,B,B
61db8bfe6897f7e9c94ca01f18b81247,B,D,D,D,s,symphony orchestra
8925c36be89c1dac1895bfcaa00af669,C,B,B,B,c,cloud
023e0dc9dc6e38d0022071863faf0b24,A,E,D,E,A,A. washing machine
16912e49de8f6dc76587313d412939fb,E,B,C,B,b,beehive
1d07feee00546a112dec6217c2bb8211,E,D,B,D,c,c
e5560742a17cd947a286bd9554733dd9,D,A,B,E,d,d
1c6276430327d4bd9d1574f7a0ee7279,B,B,C,B,j,joy
af05b2fcdea00def1a6b06d92f9e302e,A,D,D,D,n,neighbor's house
273325ff03af43788ef0c0088b3b3e08,A,B,B,E,A,A. netherlands
3a50c01dd53dfede034c7a651f5d1b53,E,C,A,C,s,school
ff27630bebc1e4637efd60af36d3aa1a,C,B,B,B,c,court
21ef5bca653dd05e1083efb0088b700a,A,D,E,D,s,street
9a5ae9ae6a2a726264402ae77be3a5f6,E,A,C,A,E,E
30295d0b6555ce0ce93d6d8d203fa3e9,B,B,E,C,E,E
eea25e5cd3cd9ed7f1456ed15e10f4c5,E,B,B,B,E,E
8ecfe2162ffddef20926ef2b3bc8044f,A,C,E,C,E,E
1a6d05487564a060d9636c28f3ad0f87,B,D,C,D,E,E
166a64fb204a93679ce2d2bc89c44766,E,B,E,B,s,shuddering
fa2f471d6215f07c68fd24a6d6072279,E,E,D,E,f,falling down
060a29ea956bac3a63edb3b14d13e17b,D,E,C,E,E,E
db74d4777b797cb02ffeca40109dbf66,A,B,E,C,m,mail orders
00d1b14120c83326aefe1efc984c9b99,A,E,A,E,g,good health
64539b804a1bc60aeaa08445a4a73e56,C,E,D,E,B,B
31639b8e660f6067c5e7fdad401c691d,E,C,E,C,s,sheet music
700b354741df6b360ca2b18d3eaa90f3,A,E,E,B,b,becoming tired
0c7fbd3c7fdcb5eb691976cb9bdb19c9,D,C,A,C,a,amusement park
3a8f31e4c2cc4a8afab6bcd8c853ef5d,A,E,E,E,A,A
cec56d3dcd19e8e6bfd22f030fb76b79,C,A,C,A,b,bake shop
cfdd7683578d568936fbe383eeabf59f,E,C,A,C,E,E
390eef19c5f2b7fbd42f56cf036e1fd3,A,D,D,D,A,A
9c9b4bcecee97fc89d278e6d80b3bd54,C,A,A,A,e,e
8b88ad5408773ff4d936ba9abb4e581f,B,D,E,D,B,B
d4bd50180e11e2801e7285938b5d522f,B,B,C,B,B,B
38803891b0daa4025b532e33fa99f5fd,C,E,C,E,A,A. early riser
e7597fcdf83b8699cb72e8be21a8ccc4,A,A,B,A,E,E
88418e588c6953523a6392ba0ea700dc,C,D,A,D,c,c
3fe45ab3bd4a844ea290050fc0ece8c1,B,A,D,A,c,container
9161571d68412336178789272c24de36,D,D,C,D,C,C
9a048000d8616b5f5db61e6c929c5d52,A,D,E,D,w,work out
98271e0826e61225312803264c1b5c79,C,B,D,A,p,promotion appraisal
492c66f8eef0a7728604dfde2897fc83,A,D,A,D,e,e
21d041c256ae7259440afcb96ecda7cd,C,A,D,D,Invalid,2
efbc56534bb0b203b8d0f45894f64590,D,C,A,E,e,e
8817dade72e2a2f4cb6c6931c866e286,B,A,E,B,o,out of order
d1d80f91dc752e4cc436c2f388b0825a,C,A,A,E,C,C
cf4fe362fd2cdd6be4da8ab4254a5450,A,C,B,C,A,A
8558b1ac797ef33603f0282b6f48ec11,D,C,C,C,c,c
7708588b79ab24c24924c149ffeda636,C,B,B,B,c,c
1849cd3efcd63552fb823d5718a0e3ca,C,C,D,C,E,E
f04d768ab0436b966b2700bb326932a4,B,D,D,D,B,B
edc64e02a623d1e2fac666eae4daebd2,A,B,B,B,A,A
f25e636cdce825df2424c6a15df9a3d7,A,A,A,A,b,building
559ae2b0bfc4b4e66e1acea8b11b485d,B,A,E,A,D,D
80470c5f592040322c50914bb4129d64,B,E,B,E,E,E
8d8f7307cc607de68ab89e916837754b,A,E,C,E,b,being understood
6b2fb7c2129402ebcb82add2e6786eee,B,C,C,C,p,play sports
2712fa7029d5a0d3325792eb0ab4bda1,D,C,C,C,t,think critically
2c25cc629c5d288661a6dab02a983903,B,B,A,C,A,A
ae46592ede161cf74ae015d6ba85ef56,C,E,A,E,C,C
6e2a23424a446d3b2207dbb735df4087,C,E,A,A,s,space shuttle
b104d29dabf27110d37de7a20dc88e7c,A,C,A,C,E,E
d40f27c20fe7b78c4eed93f3236e5e27,B,D,A,D,B,B
91fdc7b432e6044463a85f55c4415105,E,C,C,C,e,e
8905f167f1886d77df77d601e3a52208,B,A,E,A,D,D
6e95e20d2209385bfcc7992e8c89fa4f,E,B,B,B,B,B
6e982b31a550b2758535d871ff3326ed,B,B,C,C,e,e
e3c8dca9b03466e3458d6390d2a743ad,E,A,B,A,呼,呼吸深透
ae139930c36b24e69072739efb56b8f6,C,C,A,C,D,D
3cf2b7edac6248d75d197bfa87178d3c,A,D,E,D,A,A
98717aa79be7f97bd2bc30ddb955bde3,E,C,B,C,A,Asia
bf02238ab227b089b1abd6c8296ae62c,E,B,E,B,答,答案是E，公寓
1e06fa0be2757295aaa214bd94484581,B,E,E,E,D,D
6ca5d748b657d22d2bb2309f1767b564,B,A,C,A,b,b
fe1c641d51f6b6d6dbde0327bd05254e,D,D,B,D,e,e
419a6fdbcf61d9aab8d74aad67c6fb0e,C,D,E,D,l,listen to music
17e5e2f42d600c5f5c4c38eb2cbd7314,C,C,C,C,h,hunt for food
6be9480c1d26d1b7971abca7df2fc9f3,A,A,B,D,A,Answer: E
015a071d30083bc577582aa5bdda4a29,D,C,A,C,p,practice
de66e0357bf7af5de53bcc9fbed593a4,B,D,D,A,u,undestroyable
5f53f5fd4074208a09a46dd5a3c2ee10,C,D,C,D,E,E
5fb1435d9c3b6181fd52f76be92b2aa4,C,D,A,D,T,Thinking
f463518f238f8f14a28eb0489241ca21,A,D,C,D,A,A
ade492ecf38a64f428826a487dc6f1af,C,A,A,A,s,spaceport
a163c604a97a9e2a24e80ee2b688cd1a,C,B,E,B,C,C
15da6bba033acc29af98c932b5086d43,D,B,B,B,e,end pain
a352ca88cd2f2a166b81695a024aef6f,A,E,D,B,E,E
79b0fe7bd10df32690a5bd4c70015813,D,A,B,A,C,C
66f10fa8ef8528be1e1657203fb22cd7,B,D,B,D,w,work off
547b59bd29f90bdba406cccba0eedabf,A,A,D,A,A,A
b04a89af6e2dc68d9dfce42b23bf4286,C,D,E,D,A,A
846a368a6c74259556f8df1a31db77cb,A,B,A,B,w,wildlife refuge
0df9a119ef8988d51b9c7ec3692a8b8f,A,E,D,E,o,office building
cc51d7057648d7fce97390dcffb80993,E,B,D,B,e,e
ec21d80a4d83e6a64f334e8a387892d7,E,E,D,E,C,C
cbfce67fb3a30f5e7a331181999b835f,D,D,D,D,d,driveway
75d5c5826a25578a0e6dcd67f039448a,B,B,B,B,A,A
a21240dbb4ec426a273f29867279675a,C,E,B,C,b,building
014985faaf2e1bfe89c0f59f2c6d7868,C,A,E,A,D,D
450f53796fbebcda80033c5ba18568fb,A,E,D,E,A,A
88aead3f822edc2bb05a62bef6553af4,C,B,E,E,l,laughter
46ca6bd9f49dbd1c50f741d57e992f2c,D,B,C,B,D,D
532d0f4930a53a1f634d5f4e88c9229d,A,C,B,C,B,Box
845aeda340c18bda551ff0ccdf8d36ff,A,B,B,B,d,d
219c5eefed43767ce7fc127c1a9bf372,C,B,B,B,D,D
d16ad1b3e6f6cf7640e195a79814e44d,E,C,B,C,b,bike
0033056483ba6423535f0d693d09c4cf_1,C,C,E,C,l,library
e440c72b49b7e849097c7b84941f757d,D,C,C,C,B,B
86ba68d1d1eee1e96b9c91e647b683ff,E,D,B,D,a,alert
5ce460f91deb51a4a75f27b02055400f,C,A,C,D,c,collection
e1f9e9a9768c9404e1d87cbeb46dbe46,E,D,E,D,E,Engage
019723372ddd53350d4a7e5c295b3f3d,B,E,C,A,b,b
1760e62a728c0ad47d6e335e86b79959,D,A,E,A,c,compete with each other
ffb12644111a2dafcf8046dd9e3d90c7,A,E,E,D,A,A
7c85b1f41772249434e239133d5ec29d,A,B,E,B,w,water cooler
17d74e68f303b16a0be1eac1bd83b75c,E,E,B,E,c,campground
a406fbf1b10901edf09bab84f93e1934,C,B,D,B,e,e
7a91e4eaeae10587d4e2825059653676,C,B,D,B,A,A
42d7d7be21fa10c33349698467034f8c,A,A,B,A,E,E
72ef2d003d1e0b0fb5c0b7e8ed4a1435,B,C,A,E,E,E
8880e7de8b2393d5bc9ce6c25c9de663,B,A,E,A,C,C
